관리번호,성명,생년월일,사망년월일,성별,본적(대),본적(중),운동계열,포상년도,훈격(대분류),훈격(소분류),훈장전수여부,외국인여부
954702,최문호,1885-08-10,미상,남,평안북도,창성,3.1운동,2012,표창,대통령표창,미전수,N
954704,박태완,1888-00-00,미상,남,함경북도,온성,국내항일,2012,건국훈장,애족장,미전수,N
954706,김인호,1870-00-00,미상,남,평안남도,중화,3.1운동,2012,건국훈장,애족장,미전수,N
954707,소기종,1872-00-00,미상,남,평안남도,중화,3.1운동,2012,건국훈장,애족장,미전수,N
954712,강영효,1880-00-00,1949-12-08,남,평안남도,기타,미주방면,2016,포장,건국포장,전수,N
954714,홍순택,1881-00-00,미상,남,미상,,미주방면,2024,표창,대통령표창,미전수,N
954716,장라득,1879-00-00,미상,남,경기도,강화,미주방면,2017,표창,대통령표창,미전수,N
954719,전태용,1881-00-00,미상,남,충청남도,홍성,3.1운동,2012,표창,대통령표창,미전수,N
954723,박정림,1884-00-00,미상,남,함경남도,정평,3.1운동,2012,건국훈장,애족장,미전수,N
954725,김창석,1869-00-00,미상,남,평안북도,벽동,3.1운동,2012,표창,대통령표창,미전수,N
954728,김성진,1877-00-00,미상,남,평안남도,대동,3.1운동,2012,표창,대통령표창,미전수,N
954731,임정구,1887-10-25,1939-12-28,남,평안남도,강서,미주방면,2013,건국훈장,애국장,전수,N
954733,윤혁,1885-00-00,미상,남,평안북도,가산,미주방면,2022,건국훈장,애족장,미전수,N
954738,김세경,1884-00-00,미상,남,함경남도,홍원,3.1운동,2012,건국훈장,애족장,미전수,N
954740,김석화,1886-04-04,미상,남,평안북도,박천,국내항일,2012,건국훈장,애족장,미전수,N
954741,김면숙,1868-08-28,미상,남,함경남도,장진,3.1운동,2012,건국훈장,애족장,미전수,N
954742,강기환,1876-00-00,미상,남,전라남도,장성,국내항일,2012,건국훈장,애족장,미전수,N
954745,이성윤,1880-00-00,미상,남,평안남도,성천,만주방면,2016,건국훈장,애족장,미전수,N
954747,김윤태,1879-00-00,미상,남,평안북도,강계,3.1운동,2012,표창,대통령표창,미전수,N
954751,한재명,1869-00-00,1945-09-12,남,경기도,경성,미주방면,2015,건국훈장,애국장,미전수,N
954752,김병직,1885-00-00,미상,남,함경남도,이원,3.1운동,2012,표창,대통령표창,미전수,N
954753,최병원,1879-00-00,미상,남,함경남도,이원,3.1운동,2012,건국훈장,애족장,미전수,N
954754,방화중,1877-00-00,1940-12-11,남,황해도,안악,미주방면,2014,건국훈장,애족장,미전수,N
954757,강영승,1888-08-09,1987-00-00,남,평안남도,평양,미주방면,2016,건국훈장,애국장,미전수,N
954758,김상열,1881-08-20,미상,남,평안북도,삭주,3.1운동,2012,표창,대통령표창,미전수,N
954759,임찬규,1885-10-17,미상,남,평안남도,대동,3.1운동,2012,건국훈장,애족장,미전수,N
954760,최인식,1883-00-00,미상,남,황해도,금천,3.1운동,2012,건국훈장,애족장,미전수,N
954761,신한규,1885-00-00,미상,남,황해도,금천,3.1운동,2012,건국훈장,애족장,미전수,N
954763,최윤호,1883-00-00,미상,남,평안북도,삭주,3.1운동,2012,건국훈장,애족장,미전수,N
954767,차승남,1883-00-00,미상,남,평안남도,중화,3.1운동,2012,표창,대통령표창,미전수,N
954768,김동진,1920-12-25,1982-02-11,남,평안북도,의주,임시정부,2013,건국훈장,애족장,전수,N
954769,강명화,1868-00-00,1933-03-00,남,평안남도,기타,미주방면,2012,건국훈장,애족장,전수,N
954772,정칠래,1888-00-00,미상,남,미상,,미주방면,2016,포장,건국포장,미전수,N
954775,이상춘,1885-08-13,1942-02-06,남,경기도,안성,3.1운동,2015,표창,대통령표창,전수,N
954776,한철봉,1898-10-25,1934-11-00,남,함경남도,신흥,국내항일,2014,건국훈장,애족장,미전수,N
954777,박흥복,1910-12-21,미상,남,전라남도,목포,국내항일,2021,건국훈장,애족장,미전수,N
954778,박인송,1883-00-00,미상,남,평안남도,평원,3.1운동,2012,건국훈장,애족장,미전수,N
954781,서창림,1884-00-00,미상,남,평안남도,강서,3.1운동,2012,포장,건국포장,미전수,N
954782,문석준,1894-08-02,1944-01-22,남,함경남도,함주,국내항일,2017,건국훈장,애국장,전수,N
954784,김백수,1880-00-00,1946-03-24,남,강원도,강릉,미주방면,2014,포장,건국포장,미전수,N
954785,최향현,1870-08-08,미상,남,경상북도,고령,3.1운동,2012,건국훈장,애족장,미전수,N
954786,이승창,1884-00-00,미상,남,황해도,재령,3.1운동,2012,건국훈장,애족장,미전수,N
954788,주대언,1869-00-00,미상,남,평안남도,강동,3.1운동,2013,건국훈장,애족장,미전수,N
954789,이배근,1883-00-00,미상,남,평안남도,강동,3.1운동,2013,건국훈장,애족장,미전수,N
954791,장운환,1884-10-24,미상,남,경상북도,영일,3.1운동,2013,표창,대통령표창,전수,N
954792,김태화,1870-00-00,미상,남,평안북도,강계,3.1운동,2012,표창,대통령표창,미전수,N
954794,정암우,1899-01-08,1950-09-30,남,전라남도,광양,일본방면,2019,건국훈장,애족장,전수,N
954796,김중삼,1878-11-02,미상,남,함경남도,이원,3.1운동,2020,건국훈장,애족장,미전수,N
954797,김종익,1877-04-25,미상,남,함경남도,이원,3.1운동,2013,건국훈장,애족장,미전수,N
954798,주태섭,1870-02-07,미상,남,함경남도,이원,3.1운동,2013,건국훈장,애족장,미전수,N
954800,주상옥,1883-00-00,미상,남,평안북도,삭주,3.1운동,2012,건국훈장,애족장,미전수,N
954805,임양묵,1882-00-00,미상,남,황해도,신천,3.1운동,2012,건국훈장,애족장,미전수,N
954806,돈종권,1882-00-00,미상,남,평안남도,대동,3.1운동,2013,표창,대통령표창,미전수,N
954807,정배근,1885-07-20,미상,남,황해도,연백,3.1운동,2012,건국훈장,애족장,미전수,N
954808,주진표,1860-01-29,미상,남,함경남도,풍산,3.1운동,2012,건국훈장,애족장,미전수,N
954809,박영섭,1880-11-16,미상,남,함경남도,홍원,3.1운동,2012,건국훈장,애족장,미전수,N
954810,한명규,1863-10-03,미상,남,함경남도,풍산,3.1운동,2012,포장,건국포장,미전수,N
954811,김병식,1872-12-09,미상,남,함경남도,풍산,3.1운동,2012,건국훈장,애족장,미전수,N
954812,강한철,1873-12-10,미상,남,함경남도,풍산,3.1운동,2012,포장,건국포장,미전수,N
954813,조칠웅,1879-04-23,미상,남,함경남도,풍산,3.1운동,2012,건국훈장,애족장,미전수,N
954814,진지찬,1855-01-23,미상,남,함경남도,풍산,3.1운동,2012,포장,건국포장,미전수,N
954815,주두칠,1870-02-14,미상,남,함경남도,풍산,3.1운동,2012,포장,건국포장,미전수,N
954816,이응성,1864-11-25,미상,남,함경남도,풍산,3.1운동,2012,포장,건국포장,미전수,N
954817,장일홍,1860-00-00,미상,남,함경남도,신흥,3.1운동,2012,건국훈장,애족장,미전수,N
954818,장삼홍,1882-00-00,미상,남,함경남도,신흥,3.1운동,2012,건국훈장,애족장,미전수,N
954819,이창진,1881-00-00,미상,남,함경남도,신흥,3.1운동,2012,건국훈장,애족장,미전수,N
954820,장용덕,1884-00-00,미상,남,함경남도,신흥,3.1운동,2012,건국훈장,애족장,미전수,N
954821,한정원,1879-00-00,미상,남,함경남도,신흥,3.1운동,2012,건국훈장,애족장,미전수,N
954822,김항증,1857-00-00,미상,남,함경남도,신흥,3.1운동,2012,건국훈장,애족장,미전수,N
954823,윤병숙,1882-00-00,미상,남,함경남도,단천,3.1운동,2012,포장,건국포장,미전수,N
954824,고하원,1866-00-00,미상,남,함경남도,정평,3.1운동,2012,건국훈장,애족장,미전수,N
954825,염승길,1882-00-00,미상,남,함경남도,북청,3.1운동,2012,표창,대통령표창,미전수,N
954826,안성교,1883-00-00,미상,남,함경남도,단천,3.1운동,2012,건국훈장,애족장,미전수,N
954827,조동민,1882-00-00,미상,남,함경남도,단천,3.1운동,2012,건국훈장,애족장,미전수,N
954828,이종식,1882-00-00,미상,남,함경남도,단천,3.1운동,2012,건국훈장,애족장,미전수,N
954829,김성식,1859-00-00,미상,남,함경남도,단천,3.1운동,2012,건국훈장,애족장,미전수,N
954830,이원수,1873-00-00,미상,남,함경남도,단천,3.1운동,2012,건국훈장,애족장,미전수,N
954831,김병무,1877-00-00,미상,남,함경남도,단천,3.1운동,2012,건국훈장,애족장,미전수,N
954832,김상근,1875-00-00,미상,남,함경남도,단천,3.1운동,2012,건국훈장,애족장,미전수,N
954833,이종렬,1878-04-10,미상,남,함경남도,이원,3.1운동,2012,표창,대통령표창,미전수,N
954834,이병근,1855-10-04,미상,남,함경남도,정평,3.1운동,2012,포장,건국포장,미전수,N
954835,최계원,1884-03-28,미상,남,함경북도,명천,3.1운동,2013,건국훈장,애족장,미전수,N
954836,한동원,1878-07-16,미상,남,함경북도,명천,3.1운동,2014,포장,건국포장,미전수,N
954837,고승규,1862-03-02,미상,남,함경남도,단천,3.1운동,2013,포장,건국포장,미전수,N
954838,노용주,1871-00-00,미상,남,함경남도,정평,3.1운동,2012,표창,대통령표창,미전수,N
954839,박종률,1888-00-00,미상,남,함경북도,길주,만주방면,2012,건국훈장,애족장,미전수,N
954841,이용,1874-08-21,1948-03-20,남,경기도,고양,3.1운동,2012,표창,대통령표창,전수,N
954843,양영호,1890-00-00,1921-06-15,남,평안북도,초산,만주방면,2012,포장,건국포장,미전수,N
954844,박선익,1870-00-00,1908-11-09,남,경상남도,울산,의병,2013,건국훈장,애국장,미전수,N
954849,이문식,1889-10-07,1930-03-08,남,경기도,경성,3.1운동,2013,표창,대통령표창,미전수,N
954850,원용일,1869-00-00,미상,남,평안남도,강동,3.1운동,2014,건국훈장,애족장,미전수,N
954852,유춘삼,1895-03-02,미상,남,경기도,안성,3.1운동,2019,건국훈장,애족장,미전수,N
954854,이봉철,1897-02-29,1927-02-00,남,경기도,장단,3.1운동,2013,포장,건국포장,미전수,N
954855,서병익,1883-00-00,미상,남,강원도,통천,3.1운동,2013,포장,건국포장,미전수,N
954856,김용흡,1880-00-00,미상,남,함경남도,함흥,3.1운동,2012,건국훈장,애족장,미전수,N
954858,김병호,1848-00-00,미상,남,함경남도,풍산,3.1운동,2012,표창,대통령표창,미전수,N
954860,김상의,1856-00-00,미상,남,함경남도,홍원,3.1운동,2013,표창,대통령표창,미전수,N
954861,제덕삼,1880-00-00,미상,남,함경북도,성진,3.1운동,2013,표창,대통령표창,미전수,N
954862,김영수,1881-00-00,미상,남,미상,,3.1운동,2013,표창,대통령표창,미전수,N
954863,주종규,1883-00-00,미상,남,함경북도,성진,3.1운동,2013,표창,대통령표창,미전수,N
954864,최주악,1879-00-00,미상,남,함경북도,성진,3.1운동,2013,표창,대통령표창,미전수,N
954868,오복만,1897-00-00,1930-02-19,남,미상,,국내항일,2013,건국훈장,애족장,미전수,N
954870,이학이,1874-00-00,미상,남,경상북도,영양,의병,2013,건국훈장,애족장,미전수,N
954871,이영복,1900-02-15,미상,남,함경남도,원산,국내항일,2012,건국훈장,애족장,미전수,N
954874,한치봉,1887-11-15,미상,남,평안북도,창성,만주방면,2013,건국훈장,애국장,미전수,N
954876,김정국,1882-00-00,미상,남,강원도,정선,국내항일,2012,건국훈장,애족장,미전수,N
954877,김봉일,1859-00-00,1924-00-00,남,강원도,평창,국내항일,2012,표창,대통령표창,미전수,N
954879,한의철,1908-00-00,1929-10-16,남,미상,,만주방면,2021,건국훈장,애족장,미전수,N
954880,이익렬,1908-00-00,1929-10-16,남,미상,,만주방면,2021,건국훈장,애족장,미전수,N
954881,조희연,1910-00-00,1929-10-16,남,미상,,만주방면,2021,건국훈장,애족장,미전수,N
954882,이종진,1888-00-00,미상,남,강원도,김화,노령방면,2012,건국훈장,애족장,미전수,N
954884,하홍대,1893-12-24,미상,남,함경남도,이원,3.1운동,2013,표창,대통령표창,미전수,N
954885,허경래,1891-00-00,미상,남,함경북도,길주,만주방면,2013,건국훈장,애국장,미전수,N
954886,이용하,1891-03-29,미상,남,함경북도,경성,만주방면,2013,건국훈장,애족장,미전수,N
954887,김연길,1891-10-28,미상,남,함경북도,명천,만주방면,2013,건국훈장,애국장,미전수,N
954888,김용수,1890-00-00,미상,남,함경남도,단천,만주방면,2013,건국훈장,애국장,미전수,N
954889,장석진,1892-11-22,1927-00-00,남,함경남도,영흥,국내항일,2015,건국훈장,애족장,미전수,N
954890,이경상,1891-02-16,미상,남,함경북도,온성,만주방면,2013,건국훈장,애족장,미전수,N
954892,김삼룡,1905-07-01,1929-03-00,남,함경북도,성진,국내항일,2016,표창,대통령표창,미전수,N
954893,강경옥,1851-00-00,1927-09-17,여,경상북도,안동,국내항일,2019,포장,건국포장,전수,N
954896,차계영,1913-09-25,1946-06-10,남,경기도,수원,국내항일,2020,건국훈장,애족장,전수,N
954900,이정순,1911-09-29,미상,여,전라북도,옥구,국내항일,2020,표창,대통령표창,미전수,N
954901,윤문숙,1891-00-00,미상,남,경상남도,양산,미주방면,2023,표창,대통령표창,미전수,N
954902,심낙준,1874-00-00,1910-10-31,남,경상남도,거창,의병,2013,건국훈장,애국장,미전수,N
954903,김화서,1862-00-00,1910-10-31,남,경상남도,거창,의병,2013,건국훈장,애국장,미전수,N
954904,오낙삼,1879-00-00,미상,남,경상남도,거창,의병,2013,건국훈장,애족장,미전수,N
954905,김유준,1878-00-00,미상,남,충청북도,보은,의병,2013,건국훈장,애족장,미전수,N
954909,최석곤,1885-06-28,미상,남,함경남도,단천,3.1운동,2013,포장,건국포장,미전수,N
954915,박덕주,1894-00-00,미상,남,전라북도,전주,3.1운동,2019,표창,대통령표창,미전수,N
954916,강준구,1898-10-13,미상,남,전라북도,전주,3.1운동,2019,표창,대통령표창,미전수,N
954917,이복수,1901-00-00,1929-04-16,남,경상북도,영일,국내항일,2013,건국훈장,애족장,전수,N
954924,엄홍기,1881-00-00,미상,남,함경남도,북청,만주방면,2013,포장,건국포장,미전수,N
954925,연두익,1878-00-00,미상,남,함경남도,북청,만주방면,2013,포장,건국포장,미전수,N
954927,박제국,1888-00-00,미상,남,평안남도,평양,만주방면,2013,표창,대통령표창,미전수,N
954929,마중국,1867-00-00,미상,남,함경북도,경성,만주방면,2015,포장,건국포장,미전수,N
954932,김춘길,1879-00-00,미상,남,경상남도,울산,의병,2013,건국훈장,애족장,미전수,N
954934,김기준,1871-00-00,1908-11-09,남,경상남도,울산,의병,2013,건국훈장,애국장,미전수,N
954938,이상태,1865-00-00,미상,남,미상,,만주방면,2013,표창,대통령표창,미전수,N
954942,이성하,1866-09-22,1920-03-08,남,충청남도,청양,3.1운동,2013,표창,대통령표창,전수,N
954943,이범홍,1894-07-20,1919-12-14,남,충청남도,청양,3.1운동,2013,표창,대통령표창,전수,N
954944,주용삼,1883-00-00,미상,남,미상,,만주방면,2013,건국훈장,애족장,미전수,N
954945,김구일,1886-00-00,미상,남,함경남도,함흥,만주방면,2013,포장,건국포장,미전수,N
954947,송완옥,1898-02-03,1967-11-27,남,경기도,포천,3.1운동,2022,표창,대통령표창,전수,N
954948,김진영,1896-12-09,미상,남,전라북도,전주,3.1운동,2019,표창,대통령표창,전수,N
954950,유태규,1884-00-00,미상,남,전라북도,정읍,의병,2015,건국훈장,애족장,미전수,N
954951,손도연,1844-00-00,미상,남,경상북도,기타,의병,2013,건국훈장,애족장,미전수,N
954952,강제선,1888-06-25,미상,남,황해도,신천,만주방면,2013,포장,건국포장,미전수,N
954953,김문황,1892-05-03,미상,남,평안북도,구성,만주방면,2022,포장,건국포장,미전수,N
954954,차흥서,1894-12-04,미상,남,평안북도,구성,만주방면,2021,표창,대통령표창,미전수,N
954955,송영수,1859-00-00,미상,남,경상남도,거창,의병,2013,건국훈장,애족장,전수,N
954956,신우균,1880-00-00,미상,남,경상북도,봉화,의병,2015,건국훈장,애족장,미전수,N
954957,변택수,1887-00-00,미상,남,함경남도,삼수,국내항일,2013,표창,대통령표창,미전수,N
954958,변영수,1882-00-00,미상,남,함경남도,삼수,국내항일,2013,표창,대통령표창,미전수,N
954961,김형두,1911-00-00,미상,남,전라북도,군산,학생운동,2017,표창,대통령표창,미전수,N
954963,박재훈,1900-06-17,미상,남,경기도,진위,만주방면,2013,건국훈장,애국장,미전수,N
954964,유장봉,1885-04-10,미상,남,황해도,금천,3.1운동,2013,표창,대통령표창,미전수,N
954967,김홍일,1881-00-00,미상,남,전라북도,부안,의병,2016,건국훈장,애국장,미전수,N
954970,한의천,미상,미상,남,충청남도,청양,3.1운동,2013,표창,대통령표창,미전수,N
954973,정원명,1881-11-20,1942-06-23,남,평안남도,평양,미주방면,2014,건국훈장,애국장,전수,N
954974,이여범,1891-12-02,미상,남,함경남도,갑산,만주방면,2013,건국훈장,애족장,미전수,N
954975,김만복,1878-05-20,1949-07-06,남,충청북도,기타,의병,2013,건국훈장,애족장,전수,N
954976,김삼석,1885-00-00,1909-00-00,남,충청남도,서천,의병,2013,건국훈장,애국장,미전수,N
954977,박업동,1886-00-00,미상,남,서울,,의병,2016,건국훈장,애족장,미전수,N
954978,이화집,1885-00-00,미상,남,경상남도,합천,의병,2015,건국훈장,애국장,미전수,N
954979,권성삼,1881-00-00,미상,남,경상북도,성주,의병,2015,건국훈장,애국장,미전수,N
954980,권경대,1876-00-00,미상,남,경상북도,성주,의병,2015,건국훈장,애국장,미전수,N
954981,오경화,1862-00-00,미상,남,충청북도,충주,의병,2015,건국훈장,애국장,미전수,N
954982,김정칠,1890-11-15,1927-00-00,남,함경남도,삼수,3.1운동,2013,표창,대통령표창,미전수,N
954983,김죽산,1891-00-00,미상,여,함경남도,함흥,만주방면,2013,표창,대통령표창,미전수,N
954986,초완석,1917-04-01,미상,남,함경북도,명천,국내항일,2017,건국훈장,애족장,미전수,N
954987,노영숙,1883-04-27,미상,남,함경남도,함흥,3.1운동,2013,건국훈장,애족장,미전수,N
954988,박병주,1876-05-07,미상,남,평안남도,순천,만주방면,2013,건국훈장,애족장,미전수,N
954990,윤덕룡,1906-06-10,미상,남,경상남도,하동,국내항일,2019,건국훈장,애족장,전수,N
954992,전성구,1875-00-00,미상,남,경상남도,거창,의병,2014,건국훈장,애국장,미전수,N
954993,전재관,1875-00-00,미상,남,경상남도,거창,의병,2014,건국훈장,애족장,미전수,N
954994,변원석,1879-00-00,미상,남,경상남도,거창,의병,2014,건국훈장,애족장,미전수,N
954995,김문점,1881-12-18,1929-05-06,남,경상남도,거창,의병,2014,건국훈장,애족장,전수,N
954996,김재한,1869-00-00,미상,남,경상남도,거창,의병,2014,건국훈장,애족장,미전수,N
954997,김상래,1882-00-00,미상,남,경상남도,거창,의병,2014,건국훈장,애족장,미전수,N
954998,최남수,1868-00-00,미상,남,경상남도,기타,의병,2014,건국훈장,애족장,미전수,N
955002,탁한종,1883-00-00,미상,남,강원도,횡성,의병,2015,건국훈장,애국장,미전수,N
955003,엄봉진,1882-07-00,미상,남,강원도,횡성,의병,2015,건국훈장,애국장,미전수,N
955004,유진률,1874-00-00,미상,남,함경북도,경흥,노령방면,2014,건국훈장,애국장,미전수,N
955010,안인현,1872-00-00,미상,남,함경남도,단천,국내항일,2013,건국훈장,애족장,미전수,N
955012,서응호,1899-11-27,미상,남,함경남도,덕원,중국방면,2022,건국훈장,애국장,미전수,N
955013,김기환,1908-11-03,1938-04-19,남,함경남도,홍원,국내항일,2017,건국훈장,애족장,미전수,N
955015,이종국,1887-00-00,미상,남,평안남도,중화,국내항일,2013,표창,대통령표창,미전수,N
955016,송병호,1889-00-00,미상,남,함경북도,길주,만주방면,2013,건국훈장,애국장,미전수,N
955019,한승우,미상,미상,남,미상,,노령방면,2014,건국훈장,애족장,미전수,N
955021,강명하,1886-00-00,미상,남,함경남도,홍원,만주방면,2013,포장,건국포장,미전수,N
955022,이준명,1883-11-21,1957-12-08,남,전라북도,임실,3.1운동,2013,건국훈장,애족장,전수,N
955025,이영근,1912-03-25,1951-03-10,남,충청남도,공주,국내항일,2022,포장,건국포장,전수,N
955026,장경현,1869-00-00,미상,남,평안북도,의주,만주방면,2013,포장,건국포장,미전수,N
955028,윤석영,1882-08-15,1940-02-13,남,충청남도,공주,국내항일,2013,표창,대통령표창,전수,N
955029,양헌석,1875-11-03,미상,남,충청남도,청양,만주방면,2013,표창,대통령표창,미전수,N
955031,이명화,1881-00-00,미상,남,경상남도,거창,만주방면,2014,건국훈장,애족장,미전수,N
955032,이성우,1870-00-00,미상,남,경상북도,영양,의병,2020,건국훈장,애국장,미전수,N
955033,박춘식,1871-00-00,미상,남,경기도,용인,의병,2013,건국훈장,애국장,미전수,N
955036,이백춘,1913-05-16,1966-02-25,남,전라남도,강진,일본방면,2019,건국훈장,애족장,전수,N
955040,이태모,1906-09-28,1992-07-07,남,평안남도,평원,미주방면,2014,포장,건국포장,전수,N
955042,차진주,1904-02-22,미상,남,미상,,미주방면,2013,포장,건국포장,미전수,N
955043,박희화,1884-00-00,미상,남,평안남도,영원,국내항일,2013,표창,대통령표창,미전수,N
955044,이지용,1874-00-00,미상,남,함경남도,장진,국내항일,2013,표창,대통령표창,미전수,N
955045,정희삼,1887-00-00,미상,남,함경북도,종성,만주방면,2013,건국훈장,애족장,미전수,N
955047,임문순,1880-00-00,미상,남,함경남도,장진,국내항일,2013,표창,대통령표창,미전수,N
955048,김사갑,1883-00-00,미상,남,함경남도,장진,국내항일,2013,표창,대통령표창,미전수,N
955049,이초,1894-09-17,미상,남,평안남도,평양,미주방면,2014,건국훈장,애국장,미전수,N
955050,이근성,1911-01-08,미상,남,평안남도,평양,미주방면,2015,포장,건국포장,미전수,N
955054,강두문,1897-12-20,1973-04-10,남,경상북도,김천,3.1운동,2013,건국훈장,애족장,전수,N
955055,조지선,1883-00-00,미상,남,평안남도,용강,국내항일,2013,건국훈장,애족장,미전수,N
955056,이종성,1871-00-00,1925-11-19,남,황해도,해주,국내항일,2013,건국훈장,애족장,전수,N
955057,최관용,1884-00-00,미상,남,황해도,해주,국내항일,2013,건국훈장,애족장,미전수,N
955059,이홍성,1888-12-13,미상,남,함경남도,단천,만주방면,2013,건국훈장,애국장,미전수,N
955060,신봉산,1891-00-00,1923-00-00,남,미상,,만주방면,2013,건국훈장,애족장,미전수,N
955061,박종성,1883-10-05,1940-06-05,남,강원도,원주,임시정부,2013,건국훈장,애족장,전수,N
955062,이재근,1885-00-00,미상,남,강원도,원주,임시정부,2013,건국훈장,애족장,미전수,N
955064,최의수,1883-00-00,미상,남,함경남도,미상,노령방면,2014,건국훈장,애족장,미전수,N
955065,황원준,1912-00-00,1933-01-00,남,함경남도,영흥,국내항일,2017,건국훈장,애족장,미전수,N
955067,이재향,1875-00-00,미상,남,경기도,강화,의병,2015,건국훈장,애국장,미전수,N
955068,옥치관,1881-00-00,미상,남,평안남도,맹산,의병,2015,건국훈장,애족장,미전수,N
955078,김무경,1863-00-00,미상,남,충청남도,청양,의병,2013,건국훈장,애족장,미전수,N
955079,이창규,1887-11-01,1973-04-25,남,충청남도,기타,의병,2015,건국훈장,애국장,전수,N
955080,이범기,1880-00-00,미상,남,충청북도,단양,의병,2013,건국훈장,애족장,미전수,N
955081,이창손,1888-00-00,미상,남,충청북도,충주,의병,2015,표창,대통령표창,미전수,N
955083,이규상,1883-00-00,미상,남,충청남도,보령,의병,2013,건국훈장,애족장,미전수,N
955086,이명준,1874-00-00,1909-11-30,남,함경남도,문천,의병,2014,건국훈장,애국장,미전수,N
955102,김도언,1892-00-00,미상,남,평안북도,의주,만주방면,2014,건국훈장,애국장,미전수,N
955105,김자현,1905-08-24,미상,여,전라남도,무안,학생운동,2019,표창,대통령표창,미전수,N
955106,이상학,1875-00-00,미상,남,강원도,홍천,의병,2015,건국훈장,애족장,미전수,N
955108,엄달승,1900-02-29,미상,남,평안북도,희천,만주방면,2015,건국훈장,애국장,미전수,N
955109,곽춘근,1879-00-00,미상,남,충청북도,충주,의병,2014,건국훈장,애족장,미전수,N
955115,최덕룡,1894-10-10,미상,남,평안북도,의주,만주방면,2014,건국훈장,애족장,미전수,N
955116,정대운,1885-06-25,미상,남,평안남도,성천,만주방면,2014,건국훈장,애족장,미전수,N
955118,이영훈,1894-00-00,미상,남,경기도,음죽,국내항일,2025,건국훈장,애족장,미전수,N
955120,이용규,1879-10-04,미상,남,평안북도,초산,만주방면,2014,건국훈장,애국장,미전수,N
955122,김길수,1886-00-00,미상,남,평안북도,자성,만주방면,2014,건국훈장,애족장,미전수,N
955123,조판출,1909-02-03,미상,남,경상남도,함안,국내항일,2025,포장,건국포장,미전수,N
955128,손성원,1874-00-00,1906-07-30,남,경기도,개성,의열투쟁,2016,건국훈장,애국장,미전수,N
955130,박경하,1874-00-00,미상,남,서울,,의열투쟁,2015,건국훈장,애족장,미전수,N
955131,박종섭,1880-00-00,미상,남,전라남도,나주,의열투쟁,2015,건국훈장,애족장,미전수,N
955132,송요철,1860-00-00,미상,남,경기도,파주,의열투쟁,2015,건국훈장,애족장,미전수,N
955133,정재헌,1867-00-00,1909-10-23,남,함경남도,영흥,의열투쟁,2015,건국훈장,애족장,미전수,N
955134,현학표,1879-00-00,미상,남,경상북도,경산,의열투쟁,2022,건국훈장,애족장,미전수,N
955135,김재형,1863-12-02,1920-12-30,남,제주도,제주,의병,2014,건국훈장,애족장,전수,N
955136,김권일,1924-01-20,미상,남,함경북도,길주,학생운동,2014,건국훈장,애족장,미전수,N
955138,김동철,1924-01-08,미상,남,함경북도,성진,학생운동,2014,건국훈장,애족장,미전수,N
955147,변창근,1879-00-00,1946-00-00,남,평안남도,평양,만주방면,2015,건국훈장,애족장,미전수,N
955149,고영필,1875-02-00,미상,남,서울,,의병,2015,포장,건국포장,미전수,N
955161,이경오,1884-00-00,미상,남,전라남도,광주,의병,2014,건국훈장,애족장,미전수,N
955162,박돌개,1881-00-00,미상,남,전라남도,광주,의병,2014,건국훈장,애족장,미전수,N
955163,이용서,1868-00-00,미상,남,전라북도,기타,의병,2015,건국훈장,애족장,미전수,N
955165,김나구,1879-00-00,미상,남,전라남도,담양,의병,2020,건국훈장,애국장,미전수,N
955166,이기준,1891-06-18,1929-11-10,남,평안북도,운산,국내항일,2014,건국훈장,애족장,전수,N
955171,차병률,1884-00-00,미상,남,충청북도,제천,의병,2015,건국훈장,애국장,미전수,N
955172,유학봉,1885-00-00,1934-00-00,남,함경남도,홍원,3.1운동,2014,포장,건국포장,미전수,N
955173,임재홍,1890-00-00,미상,남,전라남도,담양,의병,2015,건국훈장,애족장,미전수,N
955174,김금수,1891-10-11,1943-12-14,남,경상북도,예천,3.1운동,2015,표창,대통령표창,전수,N
955175,이문거,1879-00-00,미상,남,전라남도,광주,의병,2015,표창,대통령표창,미전수,N
955176,우시하,1879-00-00,미상,남,함경남도,단천,노령방면,2017,건국훈장,애족장,미전수,N
955177,이두준,1889-00-00,미상,남,평안북도,운산,만주방면,2014,건국훈장,애국장,미전수,N
955178,김봉선,1873-00-00,미상,남,전라남도,장성,의병,2014,건국훈장,애족장,미전수,N
955179,오성운,1859-00-00,미상,남,전라남도,장성,의병,2015,건국훈장,애족장,미전수,N
955183,정차호,1908-01-13,1946-07-08,남,경상남도,의령,국내항일,2018,표창,대통령표창,전수,N
955185,맹종섭,1865-00-00,미상,남,미상,,국내항일,2014,건국훈장,애족장,전수,N
955186,김학서,1893-07-12,미상,남,평안북도,의주,만주방면,2014,건국훈장,애국장,미전수,N
955187,나영관,1886-09-20,미상,남,평안북도,자성,만주방면,2014,건국훈장,애국장,미전수,N
955188,조용운,1885-03-27,미상,남,평안북도,삭주,만주방면,2014,건국훈장,애족장,미전수,N
955192,임삼수동,1900-00-00,1934-00-00,남,함경남도,홍원,3.1운동,2014,건국훈장,애족장,미전수,N
955193,김영철,1884-00-00,미상,남,경상북도,영양,의병,2014,건국훈장,애족장,미전수,N
955194,안학룡,1877-00-00,미상,남,경상북도,영양,의병,2014,건국훈장,애국장,미전수,N
